"StateFIPS","State","Year","Value","Data Comment",
"42","Pennsylvania","2002","2,708","",
"42","Pennsylvania","2003","2,640","",
"42","Pennsylvania","2004","2,722","",
"42","Pennsylvania","2005","2,155","",
"42","Pennsylvania","2006","2,138","",
"42","Pennsylvania","2007","2,233","",
"42","Pennsylvania","2008","2,228","",
"42","Pennsylvania","2009","2,154","",
"42","Pennsylvania","2010","2,222","",
"42","Pennsylvania","2011","2,371","",
"42","Pennsylvania","2012","2,483","",
"42","Pennsylvania","2013","2,400","",
"42","Pennsylvania","2014","2,500","",
"42","Pennsylvania","2015","2,851","",
"42","Pennsylvania","2016","3,067","",
"42","Pennsylvania","2017","2,937","",
"42","Pennsylvania","2018","2,839","",
"42","Pennsylvania","2019","3,011","",
"42","Pennsylvania","2020","3,257","",
"44","Rhode Island","1995","2,571","",
"44","Rhode Island","1996","2,576","",
"44","Rhode Island","1997","2,572","",
"44","Rhode Island","1998","2,446","",
"44","Rhode Island","1999","2,571","",
"44","Rhode Island","2000","2,567","",
"44","Rhode Island","2001","2,517","",
"44","Rhode Island","2002","2,567","",
"44","Rhode Island","2003","2,538","",
"44","Rhode Island","2004","2,584","",
"44","Rhode Island","2005","2,079","",
"44","Rhode Island","2006","2,014","",
"44","Rhode Island","2007","2,190","",
"44","Rhode Island","2008","2,155","",
"44","Rhode Island","2009","2,092","",
"44","Rhode Island","2010","2,167","",
"44","Rhode Island","2011","2,456","",
"44","Rhode Island","2012","2,433","",
"44","Rhode Island","2013","2,398","",
"44","Rhode Island","2014","2,486","",
"44","Rhode Island","2015","2,626","",
"44","Rhode Island","2016","2,951","",
"44","Rhode Island","2017","2,870","",
"44","Rhode Island","2018","2,917","",
"44","Rhode Island","2019","3,120","",
"44","Rhode Island","2020","3,084","",
"45","South Carolina","1995","3,338","",
"45","South Carolina","1996","3,393","",
"45","South Carolina","1997","3,435","",
"45","South Carolina","1998","3,308","",
"45","South Carolina","1999","3,363","",
"45","South Carolina","2000","3,358","",
"45","South Carolina","2001","3,373","",
"45","South Carolina","2002","3,448","",
"45","South Carolina","2003","3,306","",
"45","South Carolina","2004","3,368","",
"45","South Carolina","2005","2,837","",
"45","South Carolina","2006","2,946","",
"45","South Carolina","2007","2,979","",
"45","South Carolina","2008","3,050","",
"45","South Carolina","2009","3,031","",
"45","South Carolina","2010","3,077","",
"45","South Carolina","2011","3,422","",
"45","South Carolina","2012","3,416","",
"45","South Carolina","2013","3,346","",
"45","South Carolina","2014","3,504","",
"45","South Carolina","2015","3,639","",
"45","South Carolina","2016","3,887","",
"45","South Carolina","2017","3,985","",
"45","South Carolina","2018","3,768","",
"45","South Carolina","2019","3,982","",
"45","South Carolina","2020","4,051","",
"46","South Dakota","1995","2,508","",
"46","South Dakota","1996","2,555","",
"46","South Dakota","1997","2,576","",
"46","South Dakota","1998","2,471","",
"46","South Dakota","1999","2,550","",
"46","South Dakota","2000","2,576","",
"46","South Dakota","2001","2,518","",
"46","South Dakota","2002","2,494","",
"46","South Dakota","2003","2,479","",
"46","South Dakota","2004","2,554","",
"46","South Dakota","2005","2,367","",
"46","South Dakota","2006","2,329","",
"46","South Dakota","2007","2,334","",
"46","South Dakota","2008","2,318","",
"46","South Dakota","2009","2,338","",
"46","South Dakota","2010","2,297","",
"46","South Dakota","2011","2,594","",
"46","South Dakota","2012","3,064","",
"46","South Dakota","2013","2,577","",
"46","South Dakota","2014","2,650","",
"46","South Dakota","2015","2,845","",
"46","South Dakota","2016","3,140","",
"46","South Dakota","2017","2,961","",
"46","South Dakota","2018","2,848","",
"46","South Dakota","2019","2,807","",
"46","South Dakota","2020","3,284","",
"47","Tennessee","1995","3,192","",
"47","Tennessee","1996","3,218","",
"47","Tennessee","1997","3,246","",
"47","Tennessee","1998","3,158","",
"47","Tennessee","1999","3,220","",
"47","Tennessee","2000","3,226","",
"47","Tennessee","2001","3,186","",
"47","Tennessee","2002","3,248","",
"47","Tennessee","2003","3,128","",
"47","Tennessee","2004","3,194","",
"47","Tennessee","2005","2,658","",
"47","Tennessee","2006","2,661","",
"47","Tennessee","2007","2,778","",
"47","Tennessee","2008","2,746","",
"47","Tennessee","2009","2,678","",
"47","Tennessee","2010","2,762","",
"47","Tennessee","2011","3,030","",
"47","Tennessee","2012","3,110","",
"47","Tennessee","2013","2,948","",
"47","Tennessee","2014","3,219","",
"47","Tennessee","2015","3,358","",
"47","Tennessee","2016","3,935","",
"47","Tennessee","2017","3,842","",
"47","Tennessee","2018","3,668","",
"47","Tennessee","2019","4,036","",
"47","Tennessee","2020","3,869","",
"48","Texas","1995","3,682","",
"48","Texas","1996","3,775","",
"48","Texas","1997","3,810","",
"48","Texas","1998","3,712","",
"48","Texas","1999","3,786","",
"48","Texas","2000","3,772","",
"48","Texas","2001","3,713","",
"48","Texas","2002","3,813","",
"48","Texas","2003","3,676","",
"48","Texas","2004","3,703","",
"48","Texas","2005","3,372","",
"48","Texas","2006","3,445","",
"48","Texas","2007","3,233","",
"48","Texas","2008","3,524","",
"48","Texas","2009","3,562","",
"48","Texas","2010","3,416","",
"48","Texas","2011","4,052","",
"48","Texas","2012","3,920","",
"48","Texas","2013","3,911","",
"48","Texas","2014","3,911","",
"48","Texas","2015","3,895","",
"48","Texas","2016","4,200","",
"48","Texas","2017","4,173","",
"48","Texas","2018","4,046","",
"48","Texas","2019","4,250","",
"48","Texas","2020","4,529","",
"49","Utah","1995","3,207","",
"49","Utah","1996","3,254","",
"49","Utah","1997","3,293","",
"49","Utah","1998","3,106","",
"49","Utah","1999","3,200","",
"49","Utah","2000","3,285","",
"49","Utah","2001","3,209","",
"49","Utah","2002","3,179","",
"49","Utah","2003","3,149","",
"49","Utah","2004","3,185","",
"49","Utah","2005","3,096","",
"49","Utah","2006","3,144","",
"49","Utah","2007","3,205","",
"49","Utah","2008","3,168","",
"49","Utah","2009","3,102","",
"49","Utah","2010","2,933","",
"49","Utah","2011","3,277","",
"49","Utah","2012","3,496","",
"49","Utah","2013","3,364","",
"49","Utah","2014","3,447","",
"49","Utah","2015","3,612","",
"49","Utah","2016","3,930","",
"49","Utah","2017","4,005","",
"49","Utah","2018","3,868","",
"49","Utah","2019","4,001","",
"49","Utah","2020","4,314","",
"50","Vermont","1995","2,399","",
"50","Vermont","1996","2,395","",
"50","Vermont","1997","2,373","",
"50","Vermont","1998","2,281","",
"50","Vermont","1999","2,400","",
"50","Vermont","2000","2,378","",
"50","Vermont","2001","2,337","",
"50","Vermont","2002","2,363","",
"50","Vermont","2003","2,337","",
"50","Vermont","2004","2,415","",
"50","Vermont","2005","1,946","",
"50","Vermont","2006","1,858","",
"50","Vermont","2007","1,996","",
"50","Vermont","2008","1,963","",
"50","Vermont","2009","1,958","",
"50","Vermont","2010","1,947","",
"50","Vermont","2011","2,175","",
"50","Vermont","2012","2,293","",
"50","Vermont","2013","2,236","",
"50","Vermont","2014","2,293","",
"50","Vermont","2015","2,670","",
"50","Vermont","2016","2,706","",
"50","Vermont","2017","2,506","",
"50","Vermont","2018","2,510","",
"50","Vermont","2019","2,722","",
"50","Vermont","2020","2,873","",
"51","Virginia","1995","3,006","",
"51","Virginia","1996","3,026","",
"51","Virginia","1997","3,043","",
"51","Virginia","1998","2,915","",
"51","Virginia","1999","3,006","",
"51","Virginia","2000","3,003","",
"51","Virginia","2001","2,977","",
"51","Virginia","2002","3,048","",
"51","Virginia","2003","2,945","",
"51","Virginia","2004","3,016","",
"51","Virginia","2005","2,474","",
"51","Virginia","2006","2,496","",
"51","Virginia","2007","2,600","",
"51","Virginia","2008","2,607","",
"51","Virginia","2009","2,542","",
"51","Virginia","2010","2,607","",
"51","Virginia","2011","2,833","",
"51","Virginia","2012","2,859","",
"51","Virginia","2013","2,834","",
"51","Virginia","2014","3,001","",
"51","Virginia","2015","3,334","",
"51","Virginia","2016","3,639","",
"51","Virginia","2017","3,741","",
"51","Virginia","2018","3,586","",
"51","Virginia","2019","3,702","",
"51","Virginia","2020","3,937","",
"53","Washington","1995","2,208","",
"53","Washington","1996","2,232","",
"53","Washington","1997","2,253","",
"53","Washington","1998","2,149","",
"53","Washington","1999","2,207","",
"53","Washington","2000","2,262","",
"53","Washington","2001","2,209","",
"53","Washington","2002","2,229","",
"53","Washington","2003","2,212","",
"53","Washington","2004","2,293","",
"53","Washington","2005","2,087","",
"53","Washington","2006","2,186","",
"53","Washington","2007","2,169","",
"53","Washington","2008","2,145","",
"53","Washington","2009","2,298","",
"53","Washington","2010","2,018","",
"53","Washington","2011","2,365","",
"53","Washington","2012","2,629","",
"53","Washington","2013","2,598","",
"53","Washington","2014","2,774","",
"53","Washington","2015","2,906","",
"53","Washington","2016","2,755","",
"53","Washington","2017","2,792","",
"53","Washington","2018","2,826","",
"53","Washington","2019","2,742","",
"53","Washington","2020","3,117","",
"54","West Virginia","1995","2,924","",
"54","West Virginia","1996","2,929","",
"54","West Virginia","1997","2,940","",
"54","West Virginia","1998","2,836","",
"54","West Virginia","1999","2,925","",
"54","West Virginia","2000","2,923","",
"54","West Virginia","2001","2,872","",
"54","West Virginia","2002","2,941","",
"54","West Virginia","2003","2,841","",
"54","West Virginia","2004","2,931","",
"54","West Virginia","2005","2,315","",
"54","West Virginia","2006","2,316","",
"54","West Virginia","2007","2,437","",
"54","West Virginia","2008","2,409","",
"54","West Virginia","2009","2,385","",
"54","West Virginia","2010","2,470","",
"54","West Virginia","2011","2,605","",
"54","West Virginia","2012","2,752","",
"54","West Virginia","2013","2,626","",
"54","West Virginia","2014","2,829","",
"54","West Virginia","2015","3,101","",
"54","West Virginia","2016","3,449","",
"54","West Virginia","2017","3,479","",
"54","West Virginia","2018","3,382","",
"54","West Virginia","2019","3,459","",
"54","West Virginia","2020","3,484","",
"55","Wisconsin","1995","2,407","",
"55","Wisconsin","1996","2,430","",
"55","Wisconsin","1997","2,440","",
"55","Wisconsin","1998","2,378","",
"55","Wisconsin","1999","2,457","",
"55","Wisconsin","2000","2,445","",
"55","Wisconsin","2001","2,400","",
"55","Wisconsin","2002","2,410","",
"55","Wisconsin","2003","2,348","",
"55","Wisconsin","2004","2,414","",
"55","Wisconsin","2005","2,106","",
"55","Wisconsin","2006","2,055","",
"55","Wisconsin","2007","2,158","",
"55","Wisconsin","2008","2,060","",
"55","Wisconsin","2009","2,118","",
"55","Wisconsin","2010","2,127","",
"55","Wisconsin","2011","2,325","",
"55","Wisconsin","2012","2,574","",
"55","Wisconsin","2013","2,255","",
"55","Wisconsin","2014","2,393","",
"55","Wisconsin","2015","2,764","",
"55","Wisconsin","2016","2,741","",
"55","Wisconsin","2017","2,624","",
"55","Wisconsin","2018","2,742","",
"55","Wisconsin","2019","2,730","",
"55","Wisconsin","2020","3,005","",
"56","Wyoming","1995","2,829","",
"56","Wyoming","1996","2,896","",
"56","Wyoming","1997","2,930","",
"56","Wyoming","1998","2,783","",
"56","Wyoming","1999","2,867","",
"56","Wyoming","2000","2,931","",
"56","Wyoming","2001","2,859","",
"56","Wyoming","2002","2,822","",
"56","Wyoming","2003","2,813","",
"56","Wyoming","2004","2,881","",
"56","Wyoming","2005","2,835","",
"56","Wyoming","2006","2,854","",
"56","Wyoming","2007","2,842","",
"56","Wyoming","2008","2,776","",
"56","Wyoming","2009","2,766","",
"56","Wyoming","2010","2,670","",
"56","Wyoming","2011","2,853","",
"56","Wyoming","2012","3,124","",
"56","Wyoming","2013","2,852","",
"56","Wyoming","2014","3,050","",
"56","Wyoming","2015","3,288","",
"56","Wyoming","2016","3,468","",
"56","Wyoming","2017","3,478","",
"56","Wyoming","2018","3,448","",
"56","Wyoming","2019","3,378","",
"56","Wyoming","2020","3,720","",
